customer_id,age,gender,region,tenure_months,monthly_charges,total_charges,contract,support_calls,satisfaction,signup_date,churn
CUST-000644,80,Female,South,55,63.69,3473.06,One year,1,3,2024-01-08,0
CUST-000645,50,Male,East,24,68.94,1707.68,Month-to-month,1,4,2022-08-13,0
CUST-000646,55,Female,West,33,71.96,2558.82,One year,2,1,2023-05-15,0
CUST-000647,63,Male,South,39,53.05,2107.76,One year,1,5,2023-10-20,0
CUST-000648,29,Female,South,69,83.3,6120.71,Two year,1,3,2024-02-29,0
CUST-000649,62,Female,Central,61,142.86,8231.14,Month-to-month,0,1,2024-07-20,0
CUST-000650,75,Female,East,35,25.58,868.94,Month-to-month,2,3,2021-05-28,1
CUST-000651,39,Male,West,47,78.1,3995.29,One year,3,2,2024-01-17,0
CUST-000652,29,Female,North,15,51.0,824.05,Month-to-month,1,2,2023-09-21,1
CUST-000653,41,Female,North,58,84.44,4954.29,Month-to-month,0,1,2023-10-29,0
CUST-000654,36,Female,Central,40,71.16,2832.45,Two year,3,1,2021-01-21,1
CUST-000655,57,Female,North,38,89.05,3350.78,Month-to-month,1,2,2022-11-14,0
CUST-000656,75,Female,West,55,99.39,4984.08,Month-to-month,2,2,2024-09-07,0
CUST-000657,57,Female,Central,45,74.81,3630.63,Month-to-month,3,5,2024-06-14,0
CUST-000658,26,Female,East,6,98.3,627.33,Month-to-month,1,2,2021-11-20,1
CUST-000659,39,Female,Central,21,15.0,312.24,One year,1,2,2022-11-12,1
CUST-000660,64,Female,East,13,109.76,1363.94,Month-to-month,1,5,2024-04-24,1
CUST-000661,40,Male,Central,53,79.38,4074.97,Month-to-month,3,5,2024-07-26,0
CUST-000662,57,Male,South,3,96.95,268.93,Month-to-month,1,1,2022-04-09,1
CUST-000663,64,Male,East,15,39.5,618.78,Month-to-month,1,1,2024-01-30,1
CUST-000664,40,Female,South,43,49.23,2140.88,Month-to-month,4,1,2024-03-14,1
CUST-000665,61,Female,West,50,73.65,3486.67,Month-to-month,1,3,2021-07-30,0
CUST-000666,44,Male,North,36,69.57,2566.13,Month-to-month,2,3,2021-02-14,0
CUST-000667,27,Male,Central,62,77.08,5237.0,Month-to-month,3,2,2021-03-07,0
CUST-000668,42,Female,North,66,97.11,5925.23,Month-to-month,2,1,2021-07-23,0
CUST-000669,47,Male,South,10,25.87,256.55,Month-to-month,2,2,2023-11-04,1
CUST-000670,18,Male,East,68,94.35,6408.3,Month-to-month,0,4,2022-06-30,0
CUST-000671,77,Male,North,44,70.21,2883.37,Month-to-month,3,2,2023-08-19,1
CUST-000672,53,Female,East,46,64.91,3004.72,Month-to-month,2,1,2021-05-06,0
CUST-000673,20,Male,Central,7,33.22,237.47,Month-to-month,0,4,2023-04-23,0
CUST-000674,76,Male,Central,45,82.58,,Month-to-month,3,4,2023-11-10,1
CUST-000675,75,Female,North,52,15.0,726.14,One year,3,3,2024-09-28,0
CUST-000676,18,Male,East,42,86.21,3878.87,Month-to-month,3,5,2022-03-24,0
CUST-000677,28,Male,East,6,32.7,188.8,One year,1,5,2023-02-03,0
CUST-000678,42,Female,North,38,71.34,,One year,1,1,2022-11-08,0
CUST-000679,51,Female,West,67,67.02,4604.19,Month-to-month,2,5,2022-05-03,0
CUST-000680,66,Male,East,52,99.24,5510.54,Month-to-month,1,1,2023-06-15,1
CUST-000681,46,Male,West,10,65.53,686.74,Month-to-month,4,3,2023-03-02,1
CUST-000682,58,Male,South,69,52.65,3880.3,Month-to-month,3,5,2024-03-12,0
CUST-000683,18,Female,South,69,57.33,4054.83,Month-to-month,4,5,2021-02-09,0
CUST-000684,62,Female,West,13,101.82,1310.28,Month-to-month,0,1,2021-11-07,1
CUST-000685,79,Male,West,57,83.41,4653.17,Two year,2,1,2023-03-22,1
CUST-000686,53,Female,North,29,60.36,1708.09,Month-to-month,1,2,2023-03-15,0
CUST-000687,48,Female,South,43,64.09,2710.89,One year,2,2,2024-06-17,0
CUST-000688,37,Male,East,32,30.82,913.12,One year,0,2,2023-08-03,0
CUST-000689,81,Male,Central,56,79.71,4395.87,Month-to-month,2,3,2021-01-07,0
CUST-000690,20,Female,South,71,26.0,1805.18,Two year,2,2,2022-11-16,0
CUST-000691,37,Female,South,57,88.79,4589.92,Two year,3,3,2024-03-29,0
CUST-000692,27,Female,Central,67,73.22,4685.11,Month-to-month,1,5,2024-05-07,0
CUST-000693,76,Male,West,68,129.67,9261.8,Month-to-month,3,3,2024-01-28,0
CUST-000694,50,Male,Central,7,42.5,302.14,Month-to-month,2,2,2022-10-31,1
CUST-000695,79,Male,West,18,67.43,1288.06,Month-to-month,1,3,2021-05-29,1
CUST-000696,62,Male,Central,52,114.96,6028.96,Month-to-month,1,4,2021-10-26,0
CUST-000697,55,Male,North,42,99.78,4487.54,Month-to-month,2,5,2024-03-31,0
CUST-000698,52,Male,South,4,52.59,222.82,Month-to-month,4,5,2022-04-22,1
CUST-000699,31,Female,South,7,75.6,486.68,One year,2,2,2023-12-05,1
CUST-000700,55,Female,North,37,70.05,2839.12,Month-to-month,3,5,2021-02-20,0
CUST-000701,63,Female,West,44,77.05,3061.18,Month-to-month,4,5,2022-11-19,0
CUST-000702,82,Female,West,12,52.53,642.57,Month-to-month,2,1,2024-08-23,1
CUST-000703,54,Male,North,13,67.77,932.55,One year,1,3,2021-12-10,0
CUST-000704,80,Female,North,10,30.05,290.4,One year,2,1,2021-02-12,1
CUST-000705,81,Male,North,41,73.38,3067.89,Month-to-month,1,3,2022-02-08,0
CUST-000706,53,Female,East,1,81.25,79.01,One year,4,1,2021-03-30,1
CUST-000707,47,Female,East,41,64.31,2405.0,Month-to-month,2,2,2023-05-08,1
CUST-000708,27,Male,South,34,29.62,908.08,One year,1,3,2021-09-26,0
CUST-000709,35,Female,Central,34,94.71,2959.22,One year,1,2,2021-12-11,0
CUST-000710,76,Female,South,49,79.11,3565.05,Month-to-month,1,1,2023-04-03,1
CUST-000711,27,Male,East,38,51.85,2014.0,One year,0,2,2022-04-01,0
CUST-000712,44,Male,East,52,62.98,3291.9,Two year,2,3,2023-06-30,0
CUST-000713,64,Female,South,55,32.48,1770.49,One year,3,4,2024-07-27,0
CUST-000714,34,Male,Central,66,44.36,3040.14,Month-to-month,3,1,2024-07-27,0
CUST-000715,83,Female,Central,57,56.55,2911.86,One year,2,3,2023-10-19,0
CUST-000716,61,Male,North,37,100.71,3555.59,Month-to-month,4,1,2024-09-18,1
CUST-000717,19,Female,East,35,54.01,1995.22,One year,1,1,2023-10-28,1
CUST-000718,34,Male,North,17,86.01,1582.06,Two year,1,1,2021-04-06,0
CUST-000719,67,Male,East,43,56.54,2401.24,Month-to-month,0,4,2024-08-31,0
CUST-000720,75,Female,West,10,76.2,698.22,Month-to-month,1,5,2023-03-05,1
CUST-000721,80,Male,East,67,66.47,4719.57,Month-to-month,0,4,2021-01-09,0
CUST-000722,75,Female,South,60,91.83,5934.24,Month-to-month,1,2,2023-05-19,0
CUST-000723,23,Male,South,9,56.63,500.87,Month-to-month,1,5,2021-12-09,0
CUST-000724,66,Male,South,56,30.69,1630.42,Month-to-month,2,3,2023-01-19,0
CUST-000725,25,Female,South,9,35.45,289.95,One year,5,3,2023-07-11,1
CUST-000726,23,Male,South,52,56.7,3002.11,Month-to-month,1,4,2021-02-08,0
CUST-000727,64,Male,West,7,38.77,293.64,Month-to-month,1,4,2022-09-06,1
CUST-000728,50,Female,North,35,80.26,2909.04,One year,1,3,2021-03-19,1
CUST-000729,61,Female,North,47,58.36,2642.67,Month-to-month,3,3,2021-06-07,0
CUST-000730,75,Female,East,52,129.37,6919.49,Month-to-month,3,2,2021-10-23,0
CUST-000731,22,Female,West,30,26.56,849.72,One year,4,4,2023-12-30,1
CUST-000732,53,Female,South,66,75.09,4931.98,Two year,1,4,2022-08-02,0
CUST-000733,73,Female,South,55,41.8,2446.02,One year,4,3,2021-03-07,0
CUST-000734,47,Female,West,15,57.66,846.2,Month-to-month,1,4,2023-11-12,0
CUST-000735,53,Male,South,48,73.54,3422.97,Month-to-month,4,1,2023-02-01,0
CUST-000736,51,Female,West,52,15.0,792.95,Two year,2,3,2021-07-18,0
CUST-000737,78,Male,North,24,75.92,1809.21,One year,4,5,2023-02-27,0
CUST-000738,21,Female,North,53,117.57,6825.81,One year,3,4,2021-12-15,0
CUST-000739,76,Male,East,64,58.66,3766.55,One year,0,4,2023-06-10,0
CUST-000740,72,Female,South,59,76.5,4409.84,Month-to-month,1,5,2024-08-19,0
CUST-000741,72,Female,West,55,95.62,5148.59,Month-to-month,0,4,2022-03-18,0
CUST-000742,45,Female,East,46,65.9,3060.47,One year,2,4,2023-11-10,0
CUST-000743,52,Female,South,20,55.48,1077.4,Two year,2,3,2021-02-03,0
CUST-000744,42,Male,North,57,15.0,893.12,Month-to-month,2,5,2022-07-24,0
CUST-000745,34,Male,North,26,86.02,2183.14,One year,1,4,2024-05-29,0
CUST-000746,76,Male,West,38,67.17,,Month-to-month,1,3,2021-04-15,0
CUST-000747,51,Female,South,23,44.68,1051.68,Two year,0,1,2024-07-24,0
CUST-000748,66,Female,East,23,73.16,1534.89,Month-to-month,1,5,2021-05-12,0
CUST-000749,24,Male,Central,12,55.41,685.58,One year,1,2,2022-11-06,0
CUST-000750,70,Male,Central,69,56.79,3922.41,Month-to-month,1,2,2021-09-11,0
CUST-000751,62,Male,South,11,85.16,927.96,One year,4,1,2021-01-29,1
CUST-000752,84,Female,North,7,36.54,267.0,One year,0,2,2022-05-05,1
CUST-000753,26,Male,West,67,96.18,6776.9,Month-to-month,4,1,2023-03-25,0
CUST-000754,54,Female,West,40,35.06,1499.52,Two year,3,1,2023-10-09,0
CUST-000755,52,Female,South,32,53.43,,Two year,2,1,2022-03-19,0
CUST-000756,54,Male,East,53,118.07,6041.24,Two year,4,2,2022-11-21,0
CUST-000757,21,Male,North,28,98.18,2866.89,Month-to-month,1,4,2021-09-13,0
CUST-000758,49,Female,West,10,72.44,736.25,One year,1,5,2023-10-19,0
CUST-000759,38,Male,West,52,46.49,2481.21,One year,3,2,2021-08-25,0
CUST-000760,59,Female,South,13,56.77,746.21,One year,3,3,2024-04-20,1
CUST-000761,33,Female,East,40,71.83,3029.9,Month-to-month,2,5,2021-09-08,0
CUST-000762,47,Female,South,68,70.94,4524.88,One year,2,4,2023-07-19,0
CUST-000763,59,Female,North,67,67.73,4588.47,Month-to-month,4,5,2022-04-09,0
CUST-000764,22,Female,North,26,69.23,1676.9,Month-to-month,1,3,2024-10-27,1
CUST-000765,70,Male,Central,56,64.64,3552.69,Month-to-month,2,1,2022-01-28,0
CUST-000766,65,Male,East,44,33.95,1542.79,Month-to-month,1,1,2024-08-21,0
CUST-000767,21,Male,North,35,57.09,1995.38,Month-to-month,1,4,2024-03-16,0
CUST-000768,22,Female,North,10,92.87,906.34,Month-to-month,2,1,2022-10-18,1
CUST-000769,74,Female,South,27,35.79,1040.73,One year,1,3,2022-11-25,0
CUST-000770,36,Male,Central,47,65.26,3234.58,Month-to-month,1,2,2022-05-11,0
CUST-000771,75,Male,South,71,49.51,3533.69,Month-to-month,3,5,2022-08-22,0
CUST-000772,51,Female,Central,1,72.78,79.33,One year,1,5,2022-10-15,0
CUST-000773,40,Male,East,51,60.28,3027.78,Two year,3,3,2021-07-24,0
CUST-000774,36,Female,West,61,106.93,6898.53,Two year,2,3,2022-03-29,0
CUST-000775,62,Female,West,68,82.66,5247.58,Two year,3,2,2024-05-11,0
CUST-000776,25,Male,North,31,37.2,1103.8,Two year,1,4,2024-10-02,0
CUST-000777,44,Male,North,9,86.78,755.73,One year,4,2,2021-03-18,1
CUST-000778,41,Male,Central,20,50.63,932.77,Two year,1,4,2023-10-23,0
CUST-000779,28,Female,Central,61,55.58,3391.6,Two year,4,5,2021-12-02,0
CUST-000780,41,Male,North,63,77.85,4602.68,Month-to-month,1,1,2023-07-05,0
CUST-000781,53,Male,West,46,57.71,2725.9,Two year,2,2,2023-05-21,0
CUST-000782,63,Female,Central,9,92.32,779.38,One year,0,2,2024-05-15,0
CUST-000783,23,Male,Central,9,50.64,421.44,One year,1,5,2023-09-11,0
CUST-000784,76,Female,South,34,54.53,2027.96,Two year,0,4,2024-02-28,0
CUST-000785,76,Male,Central,42,53.59,2322.01,Month-to-month,3,1,2024-01-27,1
CUST-000786,64,Male,West,3,55.86,182.21,Month-to-month,2,2,2023-06-26,1
CUST-000787,79,Male,Central,49,97.48,,One year,2,4,2022-07-29,0
CUST-000788,46,Male,North,39,85.72,3031.11,One year,3,5,2022-04-17,0
CUST-000789,73,Male,West,1,112.75,114.43,Two year,2,3,2022-05-01,1
CUST-000790,66,Female,North,7,126.69,897.18,Two year,0,1,2022-05-18,1
CUST-000791,55,Male,South,33,44.23,1318.0,One year,1,1,2022-02-08,1
CUST-000792,30,Female,North,52,71.76,,Two year,1,1,2022-03-11,0
CUST-000793,55,Female,East,59,40.59,2452.27,Month-to-month,4,1,2023-03-07,0
CUST-000794,78,Female,Central,31,50.56,1644.06,Two year,3,3,2022-01-14,0
CUST-000795,83,Female,West,21,54.25,1137.86,Month-to-month,6,2,2022-05-04,1
CUST-000796,48,Male,South,69,43.57,3077.52,One year,2,2,2023-09-20,0
CUST-000797,34,Male,East,33,43.7,1372.15,Month-to-month,1,4,2022-04-05,0
CUST-000798,68,Female,South,23,66.39,1671.65,One year,1,3,2021-05-30,1
CUST-000799,23,Female,West,32,39.58,1241.41,Month-to-month,1,4,2021-01-24,0
CUST-000800,28,Male,South,1,91.05,84.9,Month-to-month,1,3,2023-12-08,1
CUST-000801,55,Female,North,22,47.06,943.37,One year,4,2,2024-08-20,1
CUST-000802,84,Female,East,37,140.24,5330.2,One year,1,5,2023-08-14,0
CUST-000803,40,Female,Central,66,58.72,4250.19,Month-to-month,3,3,2021-03-26,0
CUST-000804,47,Male,East,53,71.8,4106.63,One year,0,5,2023-02-28,0
CUST-000805,39,Male,South,56,37.62,2191.88,Month-to-month,3,1,2022-01-15,1
CUST-000806,47,Male,North,39,112.65,4824.42,Month-to-month,1,5,2022-03-26,0
CUST-000807,18,Male,Central,8,97.99,818.86,Month-to-month,1,4,2024-07-13,1
CUST-000808,57,Male,West,28,77.42,2098.07,One year,4,2,2024-02-29,1
CUST-000809,57,Male,North,71,36.33,2631.65,One year,5,4,2023-10-27,0
CUST-000810,39,Male,North,4,75.27,275.78,One year,2,4,2022-12-03,0
CUST-000811,35,Male,North,63,41.96,2496.33,Two year,2,5,2023-03-21,0
CUST-000812,69,Male,South,49,106.56,5135.33,One year,0,2,2024-07-06,0
CUST-000813,30,Male,Central,21,90.23,1781.83,One year,3,5,2023-07-15,0
CUST-000814,21,Male,North,56,72.39,4421.52,Two year,1,4,2023-03-22,0
CUST-000815,20,Female,Central,60,15.0,989.21,Month-to-month,2,2,2021-05-16,0
CUST-000816,77,Female,North,4,45.41,176.95,Month-to-month,0,2,2024-10-27,0
CUST-000817,42,Female,West,8,87.19,726.71,Month-to-month,5,2,2024-02-07,1
CUST-000818,24,Female,South,48,100.32,4726.54,One year,2,3,2022-05-26,0
CUST-000819,76,Male,Central,71,97.73,6438.55,Month-to-month,3,5,2021-12-17,0
CUST-000820,27,Female,East,2,30.2,58.43,Month-to-month,2,5,2024-09-16,1
CUST-000821,40,Male,South,48,77.54,3523.45,Two year,0,1,2024-08-31,0
CUST-000822,19,Female,South,10,95.39,921.1,Two year,1,1,2022-08-12,0
CUST-000823,63,Male,Central,47,28.54,1264.93,Month-to-month,4,1,2021-11-20,1
CUST-000824,64,Male,East,45,69.8,,Month-to-month,1,4,2024-01-22,0
CUST-000825,68,Male,South,7,76.85,507.55,Month-to-month,1,2,2023-05-26,1
CUST-000826,35,Male,West,49,62.48,3309.97,Month-to-month,2,4,2024-06-14,0
CUST-000827,39,Female,East,64,23.7,1390.97,Two year,0,4,2023-02-03,0
CUST-000828,80,Female,West,62,61.86,3700.9,One year,4,1,2023-02-12,0
CUST-000829,73,Male,East,3,61.82,186.52,Month-to-month,1,4,2021-07-20,0
CUST-000830,20,Male,North,18,66.3,1158.68,Month-to-month,4,4,2023-04-25,1
CUST-000831,64,Female,North,18,55.91,1009.92,Month-to-month,0,5,2022-05-24,0
CUST-000832,72,Female,North,33,58.92,1766.81,Month-to-month,1,4,2021-10-15,1
CUST-000833,55,Female,East,11,69.01,781.67,Month-to-month,2,2,2023-12-30,1
CUST-000834,60,Female,East,61,81.06,5007.44,One year,1,5,2022-04-30,0
CUST-000835,18,Female,West,56,62.39,3620.29,Month-to-month,1,2,2021-10-25,0
CUST-000836,20,Female,Central,58,59.76,3512.7,Two year,1,5,2024-09-06,0
CUST-000837,20,Female,North,15,72.31,1071.18,Month-to-month,1,2,2024-09-10,1
CUST-000838,28,Male,Central,2,21.98,42.64,One year,2,5,2022-11-24,0
CUST-000839,84,Female,Central,65,81.93,5034.08,Month-to-month,3,4,2022-02-18,0
CUST-000840,60,Male,West,21,69.99,1469.81,Month-to-month,2,3,2021-08-15,0
CUST-000841,70,Male,East,47,70.99,3020.26,Two year,0,2,2023-05-28,0
CUST-000842,37,Female,North,65,94.02,5901.37,One year,4,1,2023-05-06,0
CUST-000843,80,Male,North,3,21.18,65.8,Month-to-month,0,5,2023-05-17,1
CUST-000844,31,Female,North,1,20.65,19.03,Month-to-month,2,5,2023-12-11,0
CUST-000845,78,Female,West,1,76.85,70.13,One year,3,3,2022-10-22,1
CUST-000846,20,Male,East,12,69.82,863.34,Two year,0,5,2023-08-15,0
CUST-000847,19,Male,North,4,74.25,290.93,One year,2,4,2023-07-07,0
CUST-000848,23,Female,North,59,58.45,3656.72,Month-to-month,1,2,2024-01-19,0
CUST-000849,71,Female,North,44,86.61,4144.14,Month-to-month,3,5,2023-11-08,0
CUST-000850,35,Female,West,70,93.32,7129.51,Month-to-month,3,4,2021-02-20,0
CUST-000851,48,Male,West,57,82.1,4610.06,Month-to-month,3,3,2023-05-17,0
CUST-000852,49,Female,West,69,63.48,4173.66,One year,2,1,2024-09-27,0
CUST-000853,70,Male,North,17,17.31,300.66,One year,2,4,2023-02-23,1
CUST-000854,41,Male,North,21,89.23,1921.87,Month-to-month,1,2,2023-01-12,1
CUST-000855,18,Male,North,61,100.54,6283.01,One year,3,2,2023-04-30,0
CUST-000856,43,Male,West,18,86.11,1494.73,One year,0,4,2023-02-23,0
CUST-000857,37,Female,West,5,48.01,219.11,One year,3,5,2022-07-17,0
CUST-000858,66,Female,South,48,86.84,3926.56,Month-to-month,4,1,2024-10-23,1
CUST-000859,68,Male,North,57,91.51,4855.56,Month-to-month,3,5,2021-04-10,0
CUST-000860,24,Female,South,69,108.97,6953.36,Month-to-month,3,2,2024-02-14,0
CUST-000861,71,Male,Central,66,48.1,3445.26,Month-to-month,2,3,2021-08-12,0
CUST-000862,22,Female,North,9,64.34,522.76,Month-to-month,4,5,2021-10-17,1
CUST-000863,59,Male,West,55,88.68,4976.76,Month-to-month,0,2,2023-04-30,0
CUST-000864,44,Male,East,61,71.44,4747.84,Month-to-month,1,2,2023-06-13,0
CUST-000865,38,Female,North,50,42.07,2044.62,Month-to-month,3,5,2024-07-22,0
CUST-000866,50,Female,Central,59,80.37,4767.53,Two year,7,2,2022-02-17,1
CUST-000867,38,Female,East,60,84.47,5266.65,One year,1,5,2021-02-06,0
CUST-000868,71,Female,West,32,72.2,2225.92,Month-to-month,4,2,2021-12-24,0
CUST-000869,82,Male,North,3,75.49,225.46,Two year,0,4,2023-02-01,0
CUST-000870,72,Male,South,33,63.53,2229.45,Month-to-month,1,3,2022-05-16,0
CUST-000871,47,Female,West,15,106.96,1683.13,Month-to-month,3,5,2021-12-19,1
CUST-000872,51,Female,West,9,47.48,453.68,Two year,2,3,2024-07-03,0
CUST-000873,47,Male,North,9,55.32,546.41,Month-to-month,2,3,2023-02-26,0
CUST-000874,71,Male,West,50,70.27,3422.38,Month-to-month,1,3,2023-07-30,0
CUST-000875,55,Female,Central,36,91.97,3474.54,Month-to-month,1,2,2023-11-16,0
CUST-000876,49,Male,West,39,32.57,1296.34,Month-to-month,1,3,2022-07-27,0
CUST-000877,45,Male,South,53,37.24,2039.49,One year,2,3,2023-10-27,0
CUST-000878,43,Female,Central,39,19.06,779.0,Month-to-month,3,4,2024-09-11,1
CUST-000879,55,Male,West,45,70.82,3346.07,Month-to-month,3,1,2023-10-12,0
CUST-000880,64,Male,North,7,42.04,316.98,Month-to-month,1,3,2022-02-20,1
CUST-000881,46,Female,North,61,60.39,3572.78,Month-to-month,0,3,2023-12-27,0
CUST-000882,72,Male,Central,32,86.53,2853.96,Month-to-month,3,4,2021-11-27,0
CUST-000883,73,Female,South,12,53.96,619.07,Two year,1,4,2021-04-12,1
CUST-000884,46,Female,North,58,75.78,4478.37,One year,2,3,2022-09-14,0
CUST-000885,78,Male,East,53,62.52,3480.02,Month-to-month,0,1,2022-12-15,0
CUST-000886,29,Female,East,4,86.8,367.41,One year,2,2,2022-10-20,1
CUST-000887,80,Female,East,14,81.88,1128.01,Month-to-month,2,2,2022-01-02,1
CUST-000888,37,Male,West,2,52.7,105.58,Month-to-month,1,2,2022-01-18,1
CUST-000889,55,Female,Central,20,65.78,,Month-to-month,2,4,2024-07-13,0
CUST-000890,37,Male,West,8,96.09,717.84,Month-to-month,1,3,2022-02-13,1
CUST-000891,47,Male,North,51,79.83,3876.33,One year,3,4,2024-01-02,0
CUST-000892,40,Female,North,38,35.08,1442.92,Two year,5,1,2021-12-27,0
CUST-000893,65,Female,North,70,86.39,5816.26,Month-to-month,4,5,2021-05-31,0
CUST-000894,23,Female,South,54,42.88,2535.38,Month-to-month,2,3,2021-03-30,0
CUST-000895,74,Female,South,44,105.31,4394.06,One year,1,2,2021-12-07,0
CUST-000896,78,Female,Central,37,95.6,3695.01,Month-to-month,2,2,2024-03-23,1
CUST-000897,55,Male,South,4,77.25,313.57,Month-to-month,1,5,2022-09-30,0
CUST-000898,54,Male,North,5,73.93,384.2,Two year,1,4,2023-09-01,0
CUST-000899,64,Female,Central,44,64.77,2931.93,Two year,2,1,2024-09-10,0
CUST-000900,31,Female,South,1,86.96,90.56,Two year,1,5,2021-03-09,0
CUST-000901,68,Male,Central,4,60.73,262.62,Month-to-month,0,1,2021-06-03,1
CUST-000902,32,Male,West,16,75.89,1229.65,Month-to-month,1,2,2024-07-12,1
CUST-000903,63,Female,Central,63,91.8,5283.54,Month-to-month,0,4,2023-03-07,0
CUST-000904,38,Male,Central,33,55.95,1761.72,Two year,5,3,2023-05-16,0
CUST-000905,67,Male,North,51,54.6,,Month-to-month,4,3,2022-04-23,1
CUST-000906,71,Female,West,30,40.14,1202.77,Month-to-month,4,5,2024-03-03,0
CUST-000907,31,Male,East,13,43.39,,Month-to-month,1,4,2023-06-24,0
CUST-000908,59,Female,West,27,24.29,668.5,One year,1,5,2021-12-27,0
CUST-000909,51,Female,West,7,88.25,,One year,2,2,2023-06-28,0
CUST-000910,37,Female,East,55,115.22,6684.24,One year,2,5,2021-01-06,0
CUST-000911,57,Female,South,14,105.63,1544.93,Month-to-month,1,2,2021-12-03,0
CUST-000912,84,Female,Central,27,29.35,826.41,One year,3,5,2021-10-13,0
CUST-000913,18,Female,West,70,88.12,6434.02,Month-to-month,2,3,2024-01-06,0
CUST-000914,82,Male,Central,43,105.55,4892.99,Month-to-month,3,3,2023-10-27,0
CUST-000915,75,Female,South,33,58.58,1970.02,Month-to-month,0,1,2021-05-08,1
CUST-000916,53,Female,Central,39,72.54,3093.34,Month-to-month,0,5,2024-06-23,0
CUST-000917,58,Male,South,56,19.8,1024.35,Month-to-month,2,2,2024-02-20,0
CUST-000918,42,Male,East,19,76.67,1495.18,Two year,2,3,2022-09-01,0
CUST-000919,26,Male,Central,46,43.41,2083.49,Month-to-month,0,1,2021-10-24,0
CUST-000920,56,Male,South,62,74.99,4628.2,Month-to-month,1,5,2022-08-12,0
CUST-000921,72,Male,South,41,30.97,1215.98,One year,1,2,2023-04-06,0
CUST-000922,33,Female,Central,32,83.57,2701.0,One year,2,4,2023-06-02,0
CUST-000923,66,Male,Central,11,95.61,1023.26,Month-to-month,3,4,2022-05-02,1
CUST-000924,68,Male,South,18,50.42,981.82,One year,4,3,2021-05-23,1
CUST-000925,68,Male,South,68,41.58,2746.46,Month-to-month,1,1,2023-05-04,0
CUST-000926,40,Male,South,39,16.1,587.18,Month-to-month,1,2,2023-09-15,0
CUST-000927,44,Female,North,22,63.34,1414.77,One year,1,4,2022-01-10,0
CUST-000928,45,Male,East,30,55.46,1629.19,One year,1,3,2023-06-15,0
CUST-000929,75,Female,South,42,31.22,1205.27,Month-to-month,4,3,2023-03-08,0
CUST-000930,78,Male,Central,39,81.33,3213.0,Month-to-month,1,2,2022-12-03,0
CUST-000931,45,Male,North,50,58.75,2959.73,Month-to-month,4,3,2021-01-12,1
CUST-000932,82,Female,West,19,43.11,765.55,Month-to-month,2,1,2022-03-07,0
CUST-000933,56,Male,East,47,56.14,2690.11,Two year,1,3,2022-06-09,0
CUST-000934,43,Female,West,32,96.78,3138.68,Month-to-month,3,1,2024-03-13,1
CUST-000935,18,Female,North,67,85.07,6011.59,Two year,1,4,2024-03-02,0
CUST-000936,58,Female,East,12,66.75,778.82,Month-to-month,1,3,2024-05-08,0
CUST-000937,61,Male,West,11,85.48,893.03,Two year,4,5,2022-10-11,1
CUST-000938,82,Male,South,33,40.98,,Month-to-month,1,3,2022-04-03,0
CUST-000939,66,Male,Central,37,70.81,2652.05,Month-to-month,2,1,2022-11-30,0
CUST-000940,19,Male,East,50,73.68,3335.6,Month-to-month,1,2,2024-01-14,0
CUST-000941,55,Male,South,29,58.25,1797.6,Month-to-month,0,5,2023-05-21,0
CUST-000942,67,Female,North,65,80.89,4938.97,Two year,2,5,2023-04-22,0
CUST-000943,51,Male,North,34,50.49,1814.87,One year,4,1,2022-08-31,1
CUST-000944,46,Female,East,10,82.75,,One year,1,4,2023-09-03,0
CUST-000945,72,Male,East,9,83.8,824.92,Month-to-month,2,3,2024-04-28,1
CUST-000946,58,Male,Central,70,15.0,1147.77,One year,3,2,2023-07-25,0
CUST-000947,63,Female,West,10,99.76,952.59,One year,3,3,2022-07-19,1
CUST-000948,49,Male,North,68,15.0,1074.36,Two year,0,5,2024-03-21,0
CUST-000949,36,Male,East,20,54.6,1052.0,One year,4,1,2024-08-12,0
CUST-000950,52,Female,East,7,95.63,686.71,One year,1,5,2024-01-21,0
CUST-000951,82,Female,North,22,62.07,1392.24,Month-to-month,3,1,2024-05-12,1
CUST-000952,58,Female,West,44,33.35,1336.67,Two year,2,4,2022-01-07,0
CUST-000953,65,Female,East,31,42.66,1191.58,Month-to-month,0,1,2022-08-13,0
CUST-000954,26,Female,North,56,95.67,4883.66,Month-to-month,2,1,2021-12-16,1
CUST-000955,84,Female,East,44,21.96,894.34,Two year,2,1,2022-05-28,1
CUST-000956,34,Female,West,29,98.22,2710.32,Month-to-month,1,5,2023-10-24,0
CUST-000957,83,Male,South,46,68.62,3413.43,Month-to-month,5,3,2023-08-06,0
CUST-000958,47,Female,South,69,40.19,2783.44,Month-to-month,2,4,2021-01-05,0
CUST-000959,79,Male,North,30,55.42,1761.32,Month-to-month,3,1,2023-11-24,0
CUST-000960,77,Male,South,11,44.57,523.44,Two year,2,5,2021-09-26,0
CUST-000961,68,Male,Central,30,91.66,2879.01,Two year,3,5,2021-09-18,0
CUST-000962,79,Female,West,60,88.31,5183.5,Month-to-month,3,3,2023-02-01,0
CUST-000963,58,Male,North,16,27.02,463.78,Two year,4,5,2021-12-04,0
CUST-000964,74,Female,East,68,59.91,,One year,2,1,2024-09-10,0
CUST-000965,29,Male,North,42,48.42,2132.54,Two year,2,2,2021-07-24,0
CUST-000966,22,Female,East,43,102.34,4754.06,Month-to-month,2,1,2021-08-01,0
